open,high,low,close,volume
121.63155824685595,105.8545460759219,106.45012436846135,153.99906158952646,1908.2766825269912
141.4562863387747,142.7826475707686,182.76827729028616,171.87759614347013,4989.12442200931
175.77293954117897,187.53243634995079,135.6918666870047,175.99227970516597,2175.465321212608
132.02498266608322,141.29547304876385,193.46045869353074,176.4438779243045,1036.9292744869601
133.4280730444817,152.30074725353344,160.43380248778084,159.9112744956525,2250.7025820395124
178.1610795701706,104.60536427906501,197.3523940828028,190.03074528463844,2467.0240590759754
190.4201535213392,109.75655592592027,128.36819342808462,161.62945985210183,3136.950674032886
138.04664147023388,156.32210986345848,168.00224509705234,119.50418764330286,4929.563613367833
130.20357625836692,188.6638474762373,192.0891462345813,100.31567944709732,4706.219641045165
180.57066748241613,115.2007765243437,114.50855907662613,108.36032783194237,4713.330825628729
150.85303338062218,133.2971919555838,139.59469120626807,140.51429220534692,3382.0564983176364
157.42521607107025,161.93400628492307,100.8354310451174,116.25713926813278,1487.1760244323452
140.18745049145102,105.85460667385045,106.40193025800161,173.49394711631433,3159.402991443451
186.95130067691588,114.05636883212692,112.20943447401011,191.28997289542346,3532.0180910967656
113.52131938275909,175.43228883930053,181.4493389954595,138.49687058360627,4209.439510134016
162.01026200288302,173.1182873896862,100.55490907160879,175.98671769453037,3546.6014228297354
109.1827383439295,169.64000180073756,132.88694728685383,134.85350741664345,3482.538038047277
118.0447186543678,149.57739696265642,104.6245794471369,110.56108446736185,2461.1829540899666
142.1965161054028,121.53009379570148,189.27081250232263,113.75777572935701,4383.219716420245
109.22513297258868,148.14425242026059,111.35274556358176,171.42285478026633,4201.5743734247735
117.52794757328593,110.79772434331507,196.17853467119977,144.15977282568412,4700.693199030523
197.16045028511576,135.28293839850176,120.2940553455185,156.09475000477943,4165.742123548875
164.73119893021962,135.71109709193163,147.04115691155442,178.39195434516466,2284.734871069815
164.21963727534742,141.79192744403483,182.5280238304956,115.44840356466185,2092.440968450632
158.2746562018971,116.07948140652552,110.98015670191384,121.52324953016556,2380.5853432318745
153.40231565168,115.65695938411645,191.91620785982312,119.68035494137916,4843.825185407754
167.66268044967856,179.90363549567286,191.68451541745867,113.71136831925375,1952.3024776719465
108.49647022886904,132.81681668382916,104.42539276041015,146.82233700958085,4483.403280890967
196.57932258316188,150.29555893122284,189.75419640309272,162.37213795279644,3656.008233942603
175.32622948608565,139.7475125174332,107.84638622556076,113.16292395628287,3501.8648123078797
154.47313059267302,178.21965065102103,116.34528171226239,124.55924644288187,3838.500728585712
113.45145782431949,157.6450729827725,177.9895726715337,161.5576884309694,3975.409970393667
130.00797992543298,131.3687262360729,181.81526694604645,103.6892221845137,2525.5386903918925
121.44697217392813,196.59464913872657,120.23792401299698,104.80901133107359,2868.644254116728
114.98857613951205,142.35941522859682,184.4557464348102,111.67332191245595,2887.196569488907
163.07663558800976,125.12063485648858,119.91975967090153,136.56671442737056,1699.3749097617226
167.52156631368464,135.16262705273843,173.03341831623996,164.15081385903986,2974.600712597758
115.64990051852882,165.9827127042302,151.19474832863133,109.3635174891686,2396.699706155184
164.0623634124448,134.72671409117817,151.9271271656501,170.96108252995526,1226.1048082743935
103.32887744223706,175.84590463163013,149.80350412049046,154.94277485510162,2148.2291769619824
199.12336596093695,140.02184224325873,163.5190989443294,126.87565586623572,4826.852384094102
160.63048341365916,175.78789665534475,147.71902460667283,161.29977041426497,4003.467262856596
186.6940198700054,115.3614831292703,112.11094810552237,104.08997637775099,4064.4332679434847
110.87519222648837,123.10012033849904,137.2979322772284,118.24665377455598,3565.7986953288
113.2307382364565,103.07001690984171,139.9481782967738,174.18516088996913,2452.495410833955
146.70837248639367,154.015330507344,152.19136121802612,198.29674254659622,4492.756830697287
135.550838129506,191.76649851080748,191.4992332151512,165.29785229176466,3522.2202836931206
134.71652523216687,156.5114676752426,170.0023882825621,187.67893356639786,3336.853160896738
